ProductName,Rating,Price,OriginalPrice,Discount,Reviews,Features,PageNumber,Ratings1,Reviews1,Number_Ratings,Number_Reviews,Brand,Ton,Star,AC_Type,Power_Usage,Room_Size
"Godrej 2025 Model 1.5 Ton 5 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...",4.0,38500,51500,25,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 736.46 kWhRoom Size: 111 - 150 sqft5 year warranty on whole product, 10 years warranty on compressor , Warranty can be availed after registering on Brand website within 7 days of purchase.",4,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,736.46,111 - 150 sqft
"LG 2026 Model 1.5 tons 3 Star Split Smart Inverter with Wi-fi Faster Cooling and Energy Saving, Energy...",4.0,39490,72190,45,"43,160 Ratings & 4,010 Reviews","Annual Power Usage: 769.55 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive warranty on Product, 5 Year warranty on PCB & Motor and 10 Year warranty on Compressor",4,"43,160 Ratings "," 4,010 Reviews",43160,4010,LG,1.5,3.0,Split,769.55,111 - 150 sqft
Daikin 2024 Model 1 Ton 3 Star Split Inverter AC,4.1,30490,48200,36,"4,844 Ratings & 409 Reviews",Annual Power Usage: 680.4 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor,4,"4,844 Ratings ", 409 Reviews,4844,409,Daikin,1.0,3.0,Split,680.4,90 sqft
"Haier 2025 Model 1.5 Ton 5 Star Split Inverter Intelli-Convertible 7 in1 ConvertibleHD Filter, Frost S...",4.0,37900,65300,41,"3,274 Ratings & 351 Reviews",Annual Power Usage: 714.29 UnitsRoom Size: 111 - 150 sqft5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).,4,"3,274 Ratings ", 351 Reviews,3274,351,Haier,1.5,5.0,Split,714.29,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",4,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,4,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,4.2,37500,71990,47,"21,787 Ratings & 2,439 Reviews",Annual Power Usage: 778 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on  product,4,"21,787 Ratings "," 2,439 Reviews",21787,2439,Whirlpool,1.5,5.0,Split,778.0,111 - 150 sqft
Blue Star 2025 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.0,37990,59200,35,"2,676 Ratings & 255 Reviews",Annual Power Usage: 517.83 kWhRoom Size: 90 sqft or Below60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,4,"2,676 Ratings ", 255 Reviews,2676,255,Blue,1.0,5.0,Split,517.83,90 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",4,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",4,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,31490,59790,47,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 975.26 kWhRoom Size: 111 - 150 sqft5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st May 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor",4,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,975.26,111 - 150 sqft
realme TechLife 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,25490,49999,49,"1,189 Ratings & 120 Reviews",Annual Power Usage: 587.24 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,4,"1,189 Ratings ", 120 Reviews,1189,120,realme,1.0,3.0,Split,587.24,90 sqft
"CARRIER 2026 Model 1.5 Ton 5 Star Window Inverter Turbo mode for Faster Cooling, Energy Saver Mode, Dr...",4.2,36490,58190,37,"1,238 Ratings & 124 Reviews","Annual Power Usage: 1104.37 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Year Warranty on Compressor",4,"1,238 Ratings ", 124 Reviews,1238,124,CARRIER,1.5,5.0,Window,1104.37,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",4,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,4,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
Panasonic 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,27990,45100,37,"5,369 Ratings & 613 Reviews","Annual Power Usage: 667.91 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",4,"5,369 Ratings ", 613 Reviews,5369,613,Panasonic,1.0,3.0,Split,667.91,90 sqft
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,4.2,31990,53999,40,"1,743 Ratings & 241 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits.",4,"1,743 Ratings ", 241 Reviews,1743,241,MOTOROLA,1.5,3.0,Split,858.22,111 - 150 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",4,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",4,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Godrej 2025 Model 1.5 Ton 5 Star Split Inverter 5-In-1 Convertible Cooling Heavy Duty Cooling at Extre...,4.0,33490,50600,33,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 728.37 WRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",4,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,728.37,111 - 150 sqft
Lloyd 2026 Model 1.5 Ton 5 Star Split Inverter AC,4.1,43900,67990,35,"11,881 Ratings & 1,355 Reviews","Annual Power Usage: 646.32 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC, 5 Year Warranty on Component and 10 Years Warranty on Compressor",4,"11,881 Ratings "," 1,355 Reviews",11881,1355,Lloyd,1.5,5.0,Split,646.32,111 - 150 sqft
"Godrej 2025 Model 2 Ton 3 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At Ex...",3.9,43400,56200,22,"2,151 Ratings & 134 Reviews","Annual Power Usage: 1181.02 kWhRoom Size: 151 - 200 sqft5 year warranty on whole product, 10 years warranty on compressor , Warranty can be availed after registering on Brand website within 7 days of purchase.",4,"2,151 Ratings ", 134 Reviews,2151,134,Godrej,2.0,3.0,Split,1181.02,151 - 200 sqft
"Samsung Bespoke AI 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi Energy Saving, Voice Control, Pow...",4.0,50358,95990,47,426 Ratings & 25 Reviews,"Annual Power Usage: 1084.6 kWhRoom Size: 151 - 200 sqftManufacturer warranty: 5 year comprehensive, 10 years on compressor (T&C Apply)",4,426 Ratings , 25 Reviews,426,25,Samsung,2.0,3.0,Split,1084.6,151 - 200 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",5,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,5,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Voltas 2026 Model 1 Ton 5 Star Split Inverter AC,4.1,36990,62990,41,"2,331 Ratings & 256 Reviews",Annual Power Usage: 470.35 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product + 10 Years on Inverter RAC Compressor,5,"2,331 Ratings ", 256 Reviews,2331,256,Voltas,1.0,5.0,Split,470.35,90 sqft
Daikin 2025 Model 1.5 Ton 5 Star Split Inverter AC,4.3,43990,61940,28,"17,218 Ratings & 1,537 Reviews",Annual Power Usage: 785.99 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor,5,"17,218 Ratings "," 1,537 Reviews",17218,1537,Daikin,1.5,5.0,Split,785.99,111 - 150 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",5,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",5,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
ONIDA 2025 Model 1.5 Ton 3 Star Split Inverter 5-in-1 Convertible Cooling with Deep Cleaning AC,4.1,26990,42290,36,"15,623 Ratings & 1,827 Reviews",Annual Power Usage: 952.59 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,5,"15,623 Ratings "," 1,827 Reviews",15623,1827,ONIDA,1.5,3.0,Split,952.59,111 - 150 sqft
"LG 2026 Model 0.8 ton 2 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-i...",3.0,26490,48990,45,46 Ratings & 6 Reviews,"Annual Power Usage: 577.95 kWhRoom Size: 90 sqft or Below1 Year Comprehensive warranty on Product, 5 Year warranty on PCB & Motor and 10 Year warranty on Compressor",5,46 Ratings , 6 Reviews,46,6,LG,1.5,2.0,Split,577.95,90 sqft
realme TechLife 2023 Model 1 Ton 4 Star Split Inverter 4-in-1 Convertible with Flexi-Control Technolog...,4.2,28999,48999,40,"1,256 Ratings & 168 Reviews",Annual Power Usage: 965 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,5,"1,256 Ratings ", 168 Reviews,1256,168,realme,1.0,4.0,Split,965.0,90 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",5,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,5,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
"Daikin 2026 Model 1.5 Ton 3 Star Hot and Cold Split Inverter PM1.0 Filter, Hot & Cold, Inverter, ISEER...",4.2,41490,61600,32,"24,785 Ratings & 1,912 Reviews","Annual Power Usage: 880.1 kWhRoom Size: 111 - 150 sqft1 Year warranty on product, compressor warranty 10 Years and PCB warranty 5 years",5,"24,785 Ratings "," 1,912 Reviews",24785,1912,Daikin,1.5,3.0,Split,880.1,111 - 150 sqft
Samsung 2025 Model 1 Ton 3 Star Split Inverter 5 Step Convertible with Powerful cooling & Energy savin...,4.2,26990,53490,49,"8,987 Ratings & 942 Reviews",Annual Power Usage: 626.62 UnitsRoom Size: 90 sqft or Below5 years comprehensive warranty on product and 10 years on compressor,5,"8,987 Ratings ", 942 Reviews,8987,942,Samsung,1.0,3.0,Split,626.62,90 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",5,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",5,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Blue Star 2026 Model 2 Ton 3 Star Split Inverter AC,4.0,49490,69000,28,"1,251 Ratings & 72 Reviews",Annual Power Usage: 1131.55 kWhRoom Size: 151 - 200 sqft60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,5,"1,251 Ratings ", 72 Reviews,1251,72,Blue,2.0,3.0,Split,1131.55,151 - 200 sqft
LG 2025 Model 1 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 with Faster Cooling and Energy...,4.1,36990,69990,47,"7,602 Ratings & 794 Reviews","Annual Power Usage: 515.84 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)",5,"7,602 Ratings ", 794 Reviews,7602,794,LG,1.0,5.0,Split,515.84,90 sqft
Haier 2026 Model 1 Ton 3 Star Split Twin Inverter AC,3.8,27990,45000,37,"3,318 Ratings & 266 Reviews",Annual Power Usage: 560.41 kWhRoom Size: 90 sqft or Below5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).,5,"3,318 Ratings ", 266 Reviews,3318,266,Haier,1.0,3.0,Split,560.41,90 sqft
realme TechLife 2026 Model 1.6 Ton 3 Star Split Inverter with Wi-fi 5-in-1 Convertible Smart AC with E...,4.3,29990,53999,44,126 Ratings & 18 Reviews,Annual Power Usage: 977.62 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Year Warranty on Compressor,5,126 Ratings , 18 Reviews,126,18,realme,1.6,3.0,Split,977.62,151 - 200 sqft
"Godrej 2025 Model 1.5 Ton 5 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...",4.0,33490,50600,33,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 736.46 kWhRoom Size: 111 - 150 sqft5 year warranty on whole product, 10 years warranty on compressor , Warranty can be availed after registering on Brand website within 7 days of purchase.",5,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,736.46,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",5,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
ONIDA 2025 Model 2 Ton 3 Star Split Inverter 5-in-1 Convertible Cooling with Four Way Swing AC,4.1,35990,66290,45,"1,153 Ratings & 117 Reviews","Annual Power Usage: 1231.9 UnitsRoom Size: 151 - 200 sqft1 Years Warranty On Product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor",5,"1,153 Ratings ", 117 Reviews,1153,117,ONIDA,2.0,3.0,Split,1231.9,151 - 200 sqft
Daikin 2026 Model 1.5 Ton 2 Star Split Fixed Speed AC,3.6,37990,55900,32,33 Ratings & 4 Reviews,"Annual Power Usage: 1002.47 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty, 5 Years Warranty On Compressor Warranty",5,33 Ratings , 4 Reviews,33,4,Daikin,1.5,2.0,Split,1002.47,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",6,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,6,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Haier 2026 Model 2 Ton 3 Star Split Twin Inverter AC,3.9,46990,65900,28,103 Ratings & 10 Reviews,Annual Power Usage: 1120.86 kWhRoom Size: 151 - 200 sqft5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).,6,103 Ratings , 10 Reviews,103,10,Haier,2.0,3.0,Split,1120.86,151 - 200 sqft
"CARRIER 2026 Model 1 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Insta ...",4.2,30990,55100,43,"13,833 Ratings & 1,614 Reviews","Annual Power Usage: 604.99 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",6,"13,833 Ratings "," 1,614 Reviews",13833,1614,CARRIER,1.0,3.0,Split,604.99,90 sqft
"Panasonic 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, AI...",4.2,51990,66500,21,942 Ratings & 81 Reviews,"Annual Power Usage: 1153.74 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",6,942 Ratings , 81 Reviews,942,81,Panasonic,2.0,3.0,Split,1153.74,151 - 200 sqft
