ProductName,Rating,Price,OriginalPrice,Discount,Reviews,Features,PageNumber
Blue Star 2026 Model 1.5 Ton 5 Star Window Inverter AC,4.2,"₹39,890","₹48,500",17% off,"1,500 Ratings & 143 Reviews","Annual Power Usage: 1053.51 kWhRoom Size: 111 - 150 sqft1 Year Warranty on the Product is Limited to Manufacturing Defects Only,5 Years warranty on PCB and 10 Years warranty on Compressor",19
Hitachi 2023 Model 1 Ton 3 Star Split Fixed Speed Soft dry Silent Air Ambience Light R 32 AC,3.9,"₹34,377","₹46,600",26% off,"2,394 Ratings & 305 Reviews",Annual Power Usage: 706.76 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and  5 Years Warranty on Compressor,19
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",20
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,20
Hitachi 2024 Model 1.5 Ton 5 Star Split Inverter AC,4,"₹40,129","₹75,850",47% off,"5,094 Ratings & 705 Reviews","Annual Power Usage: 774.58 WRoom Size: 111 - 150 sqft1 Year Warranty on Product,  5 Years on PCB and Motor, 10 Years Warranty on Compressor",20
Blue Star 2025 Model 0.8 Ton 3 Star Window Fixed Speed AC,4,"₹23,290","₹27,600",15% off,601 Ratings & 41 Reviews,Annual Power Usage: 611.54 kWhRoom Size: 90 sqft or BelowWarranty of the Product is Limited to Manufacturing Defects Only,20
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",20
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",20
Blue Star 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,990","₹56,400",41% off,"26,862 Ratings & 2,253 Reviews",Annual Power Usage: 1006.84 UnitsRoom Size: 111 - 150 sqft60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,20
Godrej 2024 Model 1 Ton 3 Star Split Inverter AC,4,"₹29,490","₹41,990",29% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 654.68 UnitsRoom Size: 90 sqft or Below1 Year Warranty on the Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",20
Blue Star 2026 Model 1.5 Tons 3 Star Split Inverter AC,4.1,"₹35,549","₹60,000",40% off,"26,862 Ratings & 2,253 Reviews",Room Size: 111 - 150 sqft,20
Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹39,138","₹66,443",41% off,"17,218 Ratings & 1,537 Reviews",Annual Power Usage: 785.67 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,20
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",20
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹36,490","₹72,990",50% off,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,20
Hitachi 2026 Model 1.5 Ton 5 Star Split Inverter AC,4,"₹44,990","₹77,990",42% off,"5,094 Ratings & 705 Reviews","Annual Power Usage: 690.72 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty on PCB & 10 Year Warranty on Compressor.",20
CARRIER 2023 Model 1 Ton 3 Star Window Fixed Speed 2 Way Air Directional control with Dust Filter(2023...,4.2,"₹28,031","₹39,090",28% off,562 Ratings & 73 Reviews,Annual Power Usage: 870.87 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years Warranty on Compressor,20
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,20
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",20
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹32,883","₹59,081",44% off,"24,785 Ratings & 1,912 Reviews",Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years on Compressor,20
Whirlpool 2026 Model 2 Ton 3 Star Split Inverter AC,4,"₹39,590","₹70,940",44% off,761 Ratings & 82 Reviews,Annual Power Usage: 1079.61 kWhRoom Size: 151 - 200 sqft1+9 Years Warranty on Compressor,20
CARRIER 2022 Model 1 Ton 3 Star Window Fixed Speed AC,4.2,"₹28,094","₹37,590",25% off,562 Ratings & 73 Reviews,Annual Power Usage: 1120 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years on Compressor,20
Haier 2026 Model 2.2 Ton 3 Star Split HEXA Inverter with Wi-fi AC,,"₹54,990","₹91,300",39% off,,Annual Power Usage: 1266.03 kWh5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).,20
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",20
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",20
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter AC,4,"₹37,990","₹52,000",26% off,"12,566 Ratings & 1,206 Reviews",Annual Power Usage: 657.81 UnitsRoom Size: 111 - 150 sqft5 Years Manufacturer Warranty,20
Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹35,790","₹57,000",37% off,"24,445 Ratings & 2,408 Reviews",Annual Power Usage: 878.09 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty,20
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",21
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,21
Haier 2024 Model 1.6 Ton 5 Star Split Inverter AC,4.2,"₹40,980","₹79,000",48% off,171 Ratings & 15 Reviews,Annual Power Usage: 836.95 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,21
IFB 2026 Model 1.5 Ton 3 Star Split Smart Inverter with Wi-fi AC,4.2,"₹35,590","₹63,990",44% off,"8,648 Ratings & 903 Reviews",Annual Power Usage: 889 UnitsRoom Size: 111 - 150 sqft,21
Whirlpool 2024 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹30,490","₹65,400",53% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 1015.5 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",21
Blue Star 2025 Model 2 Ton 3 Star Split Inverter AC,4,"₹44,190","₹66,100",33% off,"1,251 Ratings & 72 Reviews",Annual Power Usage: 1261.37 UnitsRoom Size: 151 - 200 sqft60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,21
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",21
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",21
Haier 2025 Model 1.6 Ton 5 Star Split Inverter AC,4.2,"₹42,990","₹79,000",45% off,171 Ratings & 15 Reviews,Annual Power Usage: 836.95 WRoom Size: 151 - 200 sqft5 Year Comprehensive Warranty,21
Voltas 2025 Model 1.5 Ton 5 Star Window Inverter Turbo Cooling | Energy Efficient | High ambient Cooli...,4.3,"₹32,990","₹45,990",28% off,"8,589 Ratings & 892 Reviews","Annual Power Usage: 1104.04 kWhRoom Size: 111 - 150 sqft5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st May 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor",21
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",21
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹36,490","₹72,990",50% off,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,21
Haier 2025 Model 1.5 Ton 4 Star Split Triple Inverter AC,3.8,"₹35,490","₹64,900",45% off,"1,319 Ratings & 132 Reviews",Room Size: 111 - 150 sqft,21
Godrej 2025 Model 1.5 Ton 3 Star Split Inverter AC,4,"₹33,288","₹49,990",33% off,"22,727 Ratings & 1,770 Reviews","Annual Power Usage: 1003.51 kWhRoom Size: 111 - 150 sqft1 Year Warranty On The Product, 10 Years Warranty On The Compressor",21
Godrej 2023 Model 1.5 Ton 3 Star Split Fixed Speed with Anti-Dust Filter AC,4,"₹53,813","₹55,999",3% off,"22,727 Ratings & 1,770 Reviews","Annual Power Usage: 1025.69 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 5 Years Warranty on Compressor",21
Panasonic 2024 Model 2 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹61,890","₹87,900",29% off,920 Ratings & 97 Reviews,"Annual Power Usage: 926.31 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB, 5 Years Warranty on ODU Casing and 10 Years Warranty on Compressor",21
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,21
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",21
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blue Fin Anti Corrosive Coatin...,4,"₹35,399","₹54,990",35% off,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 744.39 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",21
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter 2023 Model AC,4,"₹36,999","₹54,900",32% off,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 765.86 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",21
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",21
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",21
Whirlpool 2026 Model 1.5 Ton 3 Star Window Inverter AC,3.8,"₹30,949","₹50,000",38% off,97 Ratings & 17 Reviews,"Annual Power Usage: 1122.36 kWhRoom Size: 111 - 150 sqft1 Year Warranty On The Product,1 Year Warranty On PCB,1 plus 4 Year Warranty On The Compressor",21
Voltas 2026 Model 2 Ton 5 Star Split Inverter AC,4.2,"₹59,990","₹90,990",34% off,327 Ratings & 33 Reviews,Annual Power Usage: 857.53 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product + 10 Years on Inverter SAC Compressor,21
Panasonic 2024 Model 2 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹61,890","₹87,900",29% off,920 Ratings & 97 Reviews,"Annual Power Usage: 926.31 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB, 5 Years Warranty on ODU Casing and 10 Years Warranty on Compressor",22
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blue Fin Anti Corrosive Coatin...,4,"₹35,399","₹54,990",35% off,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 744.39 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",22
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,22
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter 2023 Model AC,4,"₹36,999","₹54,900",32% off,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 765.86 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22
Voltas 2026 Model 2 Ton 5 Star Split Inverter AC,4.2,"₹59,990","₹90,990",34% off,327 Ratings & 33 Reviews,Annual Power Usage: 857.53 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product + 10 Years on Inverter SAC Compressor,22
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",22
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",22
Blue Star 2025 Model 2 Ton 3 Star Split Inverter AC,4,"₹44,190","₹66,100",33% off,"1,251 Ratings & 72 Reviews",Annual Power Usage: 1261.37 UnitsRoom Size: 151 - 200 sqft60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,22
IFB 2026 Model 1.5 Ton 3 Star Split Smart Inverter with Wi-fi AC,4.2,"₹35,590","₹63,990",44% off,"8,648 Ratings & 903 Reviews",Annual Power Usage: 889 UnitsRoom Size: 111 - 150 sqft,22
Acer 2025 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹26,889","₹41,499",35% off,45 Ratings & 4 Reviews,Annual Power Usage: 655.42 UnitsRoom Size: 90 sqft or Below1 year comprehensive warranty and 10 years warranty on compressor with gas charging,22
Godrej 2023 Model 2 Ton 3 Star Split Inverter i-sense Technology with Blue Fin Anti Corrosive Coating ...,3.9,"₹39,999","₹60,990",34% off,"2,151 Ratings & 134 Reviews","Annual Power Usage: 1201.27 UnitsRoom Size: 151 - 200 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",22
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,22
Whirlpool 2026 Model 1.5 Ton 3 Star Window Inverter AC,3.8,"₹30,949","₹50,000",38% off,97 Ratings & 17 Reviews,"Annual Power Usage: 1122.36 kWhRoom Size: 111 - 150 sqft1 Year Warranty On The Product,1 Year Warranty On PCB,1 plus 4 Year Warranty On The Compressor",22
MITASHI 2018 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹29,500","₹40,500",27% off,"1,420 Ratings & 361 Reviews",Annual Power Usage: 765.59 UnitsRoom Size: 90 sqft or Below5 Years Product and 5 Years on Compressor from Mitashi,22
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",22
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",22
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹37,107","₹55,400",33% off,"24,445 Ratings & 2,408 Reviews",Annual Power Usage: 905.23 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,22
Whirlpool 2024 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"₹37,500","₹70,500",46% off,"21,787 Ratings & 2,439 Reviews","Annual Power Usage: 701.52 UnitsRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",22
Godrej 2022 Model 1.5 Ton 3 Star Split Inverter Anti-Leak AC,4,"₹31,279","₹48,900",36% off,"22,727 Ratings & 1,770 Reviews","Annual Power Usage: 980.37 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22
Voltas 2026 Model 1 Ton 2 Star Window Fixed Speed AC,3.7,"₹30,499","₹32,990",7% off,79 Ratings & 11 Reviews,Annual Power Usage: 774.1 kWhRoom Size: 90 sqft or Below12 Months Main Product Warranty,22
"Godrej 2025 Model 1.5 Ton 5 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...",4,"₹33,490","₹50,600",33% off,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 736.46 kWhRoom Size: 111 - 150 sqft5 year warranty on whole product, 10 years warranty on compressor , Warranty can be availed after registering on Brand website within 7 days of purchase.",22
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",22
Whirlpool 2023 Model 1.5 Ton 5 Star Split Inverter Convertible 4-in-1 Cooling 6th Sense Technology AC,4.2,"₹37,500","₹70,600",46% off,"21,787 Ratings & 2,439 Reviews",Annual Power Usage: 761.33 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,23
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹30,590","₹57,660",46% off,"30,027 Ratings & 3,540 Reviews",Annual Power Usage: 893.62 UnitsRoom Size: 111 - 150 sqft1+9 Years Compressor Warranty,23
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",23
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,23
Voltas 2025 Model 2 Ton 5 Star Split Inverter AC,4.2,"₹56,742","₹90,000",36% off,327 Ratings & 33 Reviews,"Annual Power Usage: 959.19 kWhRoom Size: 151 - 200 sqft5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st May 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor",23
Blue Star 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹35,713","₹63,750",43% off,"26,862 Ratings & 2,253 Reviews",Annual Power Usage: 1012.44 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,23
MITSUBISHI HEAVY INDUSTRIES 2026 Model 1.2 Ton 2 Star Split Fixed Speed AC,,"₹43,990","₹51,000",13% off,,"Annual Power Usage: 803.52 kWhRoom Size: 91 - 110 sqft1 Year Warranty on Product ,1 year warranty on PCB and 5 Years Warranty on Compressor",23
Panasonic 2024 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹51,178","₹55,400",7% off,"4,169 Ratings & 452 Reviews","Annual Power Usage: 523.98 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",23
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",23
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",23
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,490","₹64,990",48% off,"83,437 Ratings & 7,067 Reviews",Annual Power Usage: 975.26 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,23
O-General 2023 Model 1.5 Ton 3 Star Split Fixed Speed AC,3.5,"₹53,990","₹65,000",16% off,97 Ratings & 10 Reviews,Annual Power Usage: 1052.79 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,23
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",23
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,23
Godrej 2024 Model 1.5 Ton 3 Star Split Inverter 4 Way Air Swing AC,4,"₹35,060","₹48,990",28% off,"22,727 Ratings & 1,770 Reviews","Annual Power Usage: 980.37 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",23
